Domain,Form,Dominant Type,Subtype,Group,Source,Common_name,Sample_ID,Specimen_ID,Location Code,UTM Zone,Easting,Northing,Season,Day,Month,Year,Sample type,lab_id,weight,perc_c,perc_n,c13,n15,c_n
Marine,Fish,Large fish,Salmon,salmon,salmon,Chinook salmon,SI0068,SP0047,6,unk,unk,unk,Winter,17,2,2016,muscle,240918-843,1.093,46.0341853,15.465419,-19.46508451,14.07440927,3.473140845
Marine,Fish,Large fish,Salmon,salmon,salmon,Chinook salmon,SI0071,SP0048,6,unk,unk,unk,Winter,17,2,2016,muscle,240918-844,0.837,36.2905619,8.5430094,-20.43342681,15.3065829,4.956629223
Marine,Fish,Large fish,Salmon,salmon,salmon,Chinook salmon,SI0072,SP0305,6,unk,unk,unk,Winter,17,2,2016,muscle,240918-848,0.437,43.2786545,13.0826312,-18.56926987,13.98540796,3.859955308
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0935,SP0640,9,8,692104,5871829,Fall,14,10,2017,muscle,190918-667,0.933,44.6149416,14.9266775,-21.40764973,10.75564948,3.4875529
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0936,SP0642,9,8,692104,5871829,Fall,14,10,2017,muscle,190918-666,1.092,45.35288,15.1288003,-21.6203322,10.93068538,3.497872743
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0937,SP0641,9,8,692104,5871829,Fall,14,10,2017,muscle,190918-670,0.936,4.3358323,0.9812803,-19.52781114,8.541494778,5.15564518
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0938,SP0639,9,8,692104,5871829,Fall,14,10,2017,muscle,180918-618,0.836,44.8608524,14.5800484,-21.86437798,9.753890339,3.590146579
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0939,SP0638,9,8,692104,5871829,Fall,14,10,2017,muscle,190918-671,0.99,42.8271114,14.4446862,-21.17340498,11.2580124,3.459507657
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0945,SP0635,9,8,690756,5870197,Fall,14,10,2017,muscle,180918-648,0.776,40.104908,14.2699076,-19.13282941,12.74730091,3.279291234
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0946,SP0633,9,8,690756,5870197,Fall,14,10,2017,muscle,180918-631,0.766,46.6164796,14.8556858,-20.67551238,11.09187663,3.661427107
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0947,SP0637,9,8,690756,5870197,Fall,14,10,2017,muscle,180918-628,1.097,46.1984469,14.6749787,-22.07804055,11.1996671,3.673275657
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0948,SP0636,9,8,690756,5870197,Fall,14,10,2017,muscle,180918-623,0.66,45.1396069,14.9610966,-20.8460504,9.924970627,3.520448296
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0949,SP0634,9,8,690756,5870197,Fall,14,10,2017,muscle,180918-624,0.997,47.9260557,15.668489,-21.49389884,11.08989883,3.569013542
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0954,SP0646,10,unk,unk,unk,Fall,11,10,2017,muscle,180918-652,0.865,44.7018215,15.2527531,-20.67453228,10.2671312,3.4196417
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0956,SP0645,10,unk,unk,unk,Fall,11,10,2017,muscle,190918-669,1.013,38.4856458,14.0078813,-20.84997082,10.59544713,3.205752209
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0957,SP0657,10,unk,unk,unk,Fall,8,10,2017,muscle,180918-662,0.827,41.9476517,13.3830888,-21.04599152,11.26394582,3.657252272
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0958,SP0654,10,unk,unk,unk,Fall,22,10,2017,muscle,190918-668,1.111,31.0309545,10.7841389,-21.31355979,10.44810052,3.357478855
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0960,SP0652,10,unk,unk,unk,Fall,26,10,2017,muscle,180918-660,0.938,43.5420028,14.1319477,-20.94896127,11.62786227,3.595091966
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0961,SP0651,10,unk,unk,unk,Fall,22,10,2017,muscle,180918-616,1.011,43.8505382,14.5095381,-20.11489316,12.42096279,3.52634635
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0962,SP0650,10,unk,unk,unk,Fall,22,10,2017,muscle,180918-629,0.789,46.1047526,15.2146109,-21.04305121,11.55765013,3.535806342
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0963,SP0648,10,unk,unk,unk,Fall,10,10,2017,muscle,180918-622,0.903,45.955346,15.2256969,-21.19496726,11.50919386,3.521782126
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0964,SP0649,10,unk,unk,unk,Fall,10,10,2017,muscle,180918-644,0.92,43.7408079,14.3245032,-20.84114988,11.33514687,3.562959257
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0965,SP0644,9,unk,unk,unk,Fall,11,10,2017,muscle,180918-655,1.087,45.9860267,14.6626267,-19.62190108,12.3942624,3.659466147
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0966,SP0643,9,unk,unk,unk,Fall,11,10,2017,muscle,180918-638,0.887,44.1893779,15.4341445,-19.78851868,11.84443211,3.340711332
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0967,SP0658,10,unk,unk,unk,Fall,9,10,2017,muscle,180918-632,0.922,40.229561,13.5335242,-21.46351563,9.823113577,3.468470573
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0969,SP0661,10,unk,unk,unk,Fall,13,10,2012,muscle,180918-621,1.007,45.674884,15.1449346,-22.04569714,10.41744452,3.518954694
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0970,SP0660,10,unk,unk,unk,Fall,9,10,2017,muscle,180918-630,0.702,42.2702877,13.8747784,-19.7110905,11.82168734,3.554780366
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0971,SP0659,10,unk,unk,unk,Fall,9,10,2017,muscle,180918-640,1080,0.0436009,0.0145098,-20.71961704,11.18878916,3.506207807
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0972,SP0656,9,9,304321,5867978,Fall,12,10,2017,muscle,180918-656,0.839,43.4985036,14.0521351,-20.99012562,11.38162533,3.611899229
Marine,Fish,Large Fish,Salmon,salmon,salmon,Chum Salmon,SI0973,SP0655,9,9,304321,5867978,Fall,12,10,2017,muscle,180918-651,0.803,37.3223266,12.3629704,-19.97375825,11.47161554,3.522487853
Marine,Fish,Large fish,Salmon,salmon,salmon,Coho salmon,SI0069,SP0045,6,unk,unk,unk,Winter,17,2,2016,muscle,210918-839,1.077,35.1005681,11.1273398,-22.21721526,11.19472258,3.680666087
Marine,Fish,Large fish,Salmon,salmon,salmon,Coho salmon,SI0070,SP0046,6,unk,unk,unk,Winter,17,2,2016,muscle,240918-846,0.781,49.465702,15.3085424,-20.49223302,12.16582572,3.770283089
Marine,Fish,Large Fish,Salmon,salmon,salmon,Coho Salmon,SI0942,SP0557,5,9,305185,5940983,Fall,19,9,2017,muscle,190918-672,0.986,42.5731309,12.8446768,-19.66306542,14.83388708,3.867372759
Marine,Fish,Large Fish,Salmon,salmon,salmon,Coho Salmon,SI0943,SP0682,3,8,694323,5904597,Fall,unk,10,unk,muscle,190918-678,0.836,47.3102976,14.5610875,-18.44283651,13.42173303,3.791102206
Marine,Fish,Large Fish,Salmon,salmon,salmon,Coho Salmon,SI0959,SP0653,10,unk,unk,unk,Fall,unk,10,2017,muscle,180918-615,0.812,44.7878715,14.8786792,-18.22525353,14.71620757,3.512365221
Marine,Fish,Large Fish,Salmon,salmon,salmon,Coho Salmon,SI0974,SP0680,3,8,694323,5904597,Fall,unk,10,unk,muscle,180918-620,0.902,46.5564172,13.4328476,-18.69080271,13.7332376,4.044036702
Marine,Fish,Large Fish,Salmon,salmon,salmon,Coho Salmon,SI0975,SP0681,3,8,694323,5904597,Fall,unk,10,unk,muscle,180918-627,0.851,45.6373739,13.1301901,-18.31444295,14.08034269,4.055582653
Marine,Fish,Large Fish,Salmon,salmon,salmon,Spring Salmon,SI0940,SP0558,3,9,300515,5906094,Summer,unk,6,2017,muscle,180918-619,1.161,48.4919927,14.0720616,-19.70520988,14.13868799,4.020832005
Marine,Fish,Large Fish,Salmon,salmon,salmon,Spring Salmon,SI0941,SP0559,3,9,300515,5906094,Summer,27,8,2017,muscle,180918-659,0.889,45.6025237,14.2719747,-18.64277764,13.26944191,3.728279262
Marine,Fish,Large Fish,Salmon,salmon,salmon,Spring Salmon,SI0944,SP0679,3,unk,unk,unk,Summer,unk,8,2017,muscle,190918-680,0.979,55.5776133,10.4688838,-22.97091488,13.02023825,6.194455509
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0163,SP0198,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-351,1.177,36.7124991,6.6189138,-20.4304865,8.813443211,6.471885845
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0164,SP0198,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-364,1.069,35.2971343,7.8496544,-19.22789945,11.51216057,5.24677615
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0486,SP0408,3,8,689886,5902914,Winter,18,2,2016,whole organism,110918-330,0.861,34.8571192,5.8966127,-20.63924855,9.961560052,6.897512763
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0487,SP0409,3,8,689886,5902914,Winter,18,2,2016,whole organism,150918-441,0.984,31.5581152,6.1723122,-18.51928459,10.68926768,5.965773999
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0488,SP0410,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-425,1.156,35.2890042,3.934564,-21.92122399,8.808498695,10.46517305
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0489,SP0411,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-422,0.977,41.2617363,6.2890524,-21.50173967,10.12670692,7.655365147
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0490,SP0412,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-413,0.903,35.6807108,7.2420986,-20.03354456,10.77344974,5.748740286
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0496,SP0418,4,9,305658,5927558,Spring,13,3,2016,whole organism,110918-347,1.264,29.2693944,3.9821656,-20.28445107,5.522372715,8.576262099
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0530,SP0448,5,9,306181,5938912,Fall,1,9,2016,whole organism,100918-246,1.233,40.6229235,7.6326944,-20.09627119,9.185270888,6.210076145
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0531,SP0449,5,9,306181,5938912,Fall,1,9,2016,whole organism,110918-345,0.944,41.0907287,3.6702588,-22.37305172,7.842340078,13.06323619
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0532,SP0450,5,9,306181,5938912,Fall,1,9,2016,whole organism,110918-377,0.936,42.3231887,4.3306859,-21.82615394,7.80772846,11.40316266
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0533,SP0451,5,9,306181,5938912,Fall,1,9,2016,whole organism,110918-346,1.396,39.6619294,6.1935129,-20.84212999,9.388984987,7.472061113
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0534,SP0452,5,9,306181,5938912,Fall,1,9,2016,whole organism,100918-273,0.454,36.6117958,3.742472,-20.33193639,3.773356,11.41474191
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0543,SP0461,6,8,685694,5952365,Winter,16,2,2016,whole organism,100918-242,1.043,39.0923636,7.308096,-19.28768577,8.425793081,6.241533567
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0544,SP0462,6,8,685694,5952365,Winter,16,2,2016,whole organism,100918-272,1.323,36.3869817,5.8688617,-20.13753352,8.216476,7.234287789
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0545,SP0463,6,8,685694,5952365,Winter,16,2,2016,whole organism,100918-244,1.344,47.7163976,5.9635192,-22.17899122,8.280424282,9.33616786
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0546,SP0464,6,8,685694,5952365,Winter,16,2,2016,whole organism,140918-429,0.899,32.633912,6.9764555,-18.77607172,10.28295366,5.458055335
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0547,SP0465,6,8,685694,5952365,Winter,16,2,2016,whole organism,100918-240,0.853,32.3488029,5.1588452,-19.62582149,5.958479112,7.316600496
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0560,SP0478,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-233,1.101,42.7423908,6.6415646,-19.44156202,9.43348564,7.509171691
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0561,SP0479,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-228,1.028,39.7554411,6.6173538,-15.33884859,8.024298303,7.009964944
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0562,SP0480,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-230,1.269,38.5523017,7.6298915,-14.82723454,8.561272846,5.895702687
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0563,SP0481,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-232,1.159,36.9855929,7.9260557,-15.71814867,9.92892624,5.444764369
Marine,Invertebrate,Amphipod,Amphipod,m.invertebrate,m.invertebrate,Amphipod,SI0564,SP0482,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-223,0.913,33.8367032,6.4982022,-14.2891577,9.124947781,6.075729717
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Dungeness crab,SI1028,SP0297,7,9,317216,5994945,Winter,16,2,2016,whole organism,180918-646,1.035,11.7638445,1.3747884,-13.36982058,0.77464752,9.984286641
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Unidentified Crab,SI0990,SP0298,7,9,317216,5994945,Winter,16,2,2016,whole organism,180918-634,0.746,51.8078242,4.6507133,-20.66375114,9.706422977,12.99808613
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Unidentified Crab,SI0991,SP0878,7,9,317216,5994945,Winter,16,2,2016,whole organism,190918-697,0.824,25.2604561,3.335208,-17.31571744,8.560283943,8.837346607
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Unidentified Crab,SI0993,SP0295,3,8,692283,5903987,Winter,18,2,2016,whole organism,180918-639,0.831,29.3850739,4.5826897,-18.29582098,10.55193538,7.481866596
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Unidentified Crab,SI1022,SP0749,6,8,690362,5959669,Winter,16,2,2016,whole organism,190918-704,0.862,36.7363962,6.0704341,-17.53820094,8.84805483,7.061231112
Marine,Invertebrate,Crab,Large crab,m.invertebrate,m.invertebrate,Unidentified Crab,SI1023,SP0751,6,8,690362,5959669,Winter,16,2,2016,whole organism,180918-625,0.947,24.798706,5.5533391,-14.76352781,7.97386423,5.210488614
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Hermit crab,SI0146,SP0194,3,8,689886,5902914,Fall,1,9,2016,whole organism,150918-440,0.909,23.6192745,3.7855249,-14.16272434,9.570736491,7.280212751
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Hermit crab,SI0555,SP0473,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-231,1.26,33.9597237,6.6508425,-17.06579104,9.316795039,5.957871189
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Hermit crab,SI0556,SP0474,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-225,1.03,34.0452199,7.2407826,-15.83086057,9.983315927,5.486233151
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Porcelain crab,SI0557,SP0475,7,9,315953,5995090,Winter,16,2,2016,whole organism,100918-227,1.066,31.7348452,5.3143521,-15.72990991,7.718727154,6.967703856
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0136,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-290,1.097,26.4371491,3.7421909,-16.46699719,9.866122,8.243132992
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0137,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-284,1.047,25.682061,3.1007333,-16.26208606,10.026772,9.664270662
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0138,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-288,1.056,23.2281944,2.6799878,-16.73811038,9.698128,10.1131456
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0139,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-291,1.182,22.8033205,2.9075665,-16.55736826,9.15559,9.151073837
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0140,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-295,1.23,23.4784018,2.7324,-16.93146243,9.363976,10.02600412
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0141,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-287,1.119,30.4310711,4.1107837,-18.68949486,10.89979,8.637662635
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0142,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-299,1.201,30.4083912,4.0734039,-18.95850639,9.842254,8.710429972
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0143,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-293,0.919,33.4363,3.8588648,-15.83019645,8.495548,10.11025885
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0144,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-300,1.067,23.6652174,2.6294937,-17.49470533,10.011166,10.50127396
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0145,SP0193,3,8,689886,5902914,Fall,1,9,2016,whole organism,110918-301,1.198,22.8681934,2.9765954,-15.89429685,9.611836,8.964285399
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0481,SP0403,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-407,1.131,32.4290025,7.3341666,-23.2257418,7.258887076,5.159248468
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0482,SP0404,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-406,1.036,26.6321558,4.7636932,-16.21114075,9.499742167,6.523282159
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0483,SP0405,3,8,689886,5902914,Winter,18,2,2016,whole organism,110918-388,1.011,25.5347984,4.3152127,-16.78842173,9.773668407,6.904525705
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0484,SP0406,3,8,689886,5902914,Winter,18,2,2016,whole organism,110918-371,1.197,28.3169855,5.7011549,-18.12920338,9.628299608,5.795458525
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0485,SP0407,3,8,689886,5902914,Winter,18,2,2016,whole organism,140918-393,1.03,30.6867121,5.4256789,-19.70226957,8.540505875,6.599330755
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0491,SP0413,4,9,305658,5927558,Spring,13,3,2016,whole organism,140918-416,0.969,17.9162706,1.0646984,-13.3757012,3.625656005,19.63471657
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0492,SP0414,4,9,305658,5927558,Spring,13,3,2016,whole organism,140918-419,0.993,20.7363633,1.9978437,-16.20624023,5.424471279,12.11085234
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0493,SP0415,4,9,305658,5927558,Spring,13,3,2016,whole organism,110918-316,0.922,13.2341746,0.7127964,-14.3790053,4.411366,21.66381743
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0494,SP0416,4,9,305658,5927558,Spring,13,3,2016,whole organism,110918-309,1.185,13.5903747,0.7594241,-13.33763642,3.608116,20.88097052
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0495,SP0417,4,9,305658,5927558,Spring,13,3,2016,whole organism,140918-431,1.173,23.1517654,2.1637234,-17.62248985,6.268005875,12.48492667
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0503,SP0421,4,9,305658,5927558,Fall,1,9,2016,whole organism,110918-335,1.004,33.4787894,7.5016126,-19.99336032,9.624343995,5.207373607
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0504,SP0422,4,9,305658,5927558,Fall,1,9,2016,whole organism,110918-336,0.9341,23.654,4.423,-18.4345,8.7432,5.347953877
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0505,SP0423,4,9,305658,5927558,Fall,1,9,2016,whole organism,110918-370,0.996,24.594847,4.2084591,-16.4483258,8.270535248,6.819061999
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0506,SP0424,4,9,305658,5927558,Fall,1,9,2016,whole organism,140918-412,1.089,20.8906553,2.9127869,-14.59593011,7.675215405,8.368487564
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0507,SP0425,4,9,305658,5927558,Fall,1,9,2016,whole organism,110918-338,1.137,40.9368908,9.5081265,-17.86653563,10.90101828,5.023698048
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0525,SP0443,5,9,306181,5938912,Fall,1,9,2016,whole organism,110918-340,0.931,24.1860466,4.7787767,-13.43842782,6.442052872,5.905433351
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0526,SP0444,5,9,306181,5938912,Fall,1,9,2016,whole organism,140918-417,1.016,26.6599157,5.0977042,-15.99845828,6.09198107,6.102218652
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0527,SP0445,5,9,306181,5938912,Fall,1,9,2016,whole organism,110918-384,0.999,22.6819652,3.2987575,-15.01933484,5.376015013,8.022946826
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0528,SP0446,5,9,306181,5938912,Fall,1,9,2016,whole organism,140918-391,1.113,19.9631368,2.782289,-13.17183966,6.51127611,8.372018296
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0529,SP0447,5,9,306181,5938912,Fall,1,9,2016,whole organism,140918-408,0.948,19.8830656,2.52209,-13.17085956,5.332503264,9.198698614
Marine,Invertebrate,Crab,Small Crab,m.invertebrate,m.invertebrate,Shore crab,SI0538,SP0456,6,8,685042,5950280,Winter,16,2,2016,whole organism,100918-271,1.04,25.3786991,3.5694354,-15.25014032,6.468604,8.296089999
