Domain,Form,Dominant Type,Subtype,Group,Source,Common_name,Sample_ID,Specimen_ID,Location Code,UTM Zone,Easting,Northing,Season,Day,Month,Year,Sample type,lab_id,weight,perc_c,perc_n,c13,n15,c_n
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0749,SP0667,5,9,306181,5938912,Fall,20,9,2017,muscle,170918-582,0.985,43.8512638,12.8798022,-23.89319232,7.585225196,3.972615617
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0753,SP0718,5,9,305960,5938748,Fall,21,11,2017,muscle,180918-604,1.003,44.7259446,13.8029305,-25.31042204,5.079343995,3.78087087
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0757,SP0629,10,unk,unk,unk,Fall,12,11,2017,muscle,170918-542,1.053,43.8903953,13.2548488,-22.07804055,9.883436684,3.863654993
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0759,SP0889,10,unk,unk,unk,Fall,12,11,2017,muscle,180918-601,1.028,42.8546665,13.5038226,-17.66169399,11.57050587,3.702925892
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0761,SP0628,10,unk,unk,unk,Fall,12,11,2017,muscle,170918-545,0.861,45.1276516,11.8810717,-21.95454751,9.014190601,4.431908053
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0763,SP0631,10,9,326227,5816182,Fall,12,11,2017,muscle,180918-603,1.078,41.4693421,12.844575,-18.92210715,10.76949413,3.767133674
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0765,SP0632,10,unk,unk,unk,Fall,12,11,2017,muscle,180918-599,0.981,45.1599902,13.8010789,-18.33894554,11.52204961,3.818074734
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0771,SP0715,11,unk,unk,unk,Spring,unk,unk,unk,muscle,170918-561,1.116,43.9812582,13.5573601,-24.36560222,6.013857702,3.785263721
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Norway Rat,SI0773,SP0714,11,unk,unk,unk,Spring,unk,unk,unk,muscle,150918-473,0.694,46.1825292,14.6332206,-23.40608085,7.558721052,3.682488662
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Rat,SI0065,SP0117,3,8,694323,5904589,Spring,10,5,2016,muscle,150918-436,0.938,45.1150775,13.2148734,-25.3280639,8.452205299,3.983477106
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Rat,SI0066,SP0118,3,8,694323,5904589,Spring,10,5,2016,muscle,240918-847,1.105,48.1442398,14.2097561,-25.1624264,6.383707572,3.95331422
Terrestrial,Mammal,Omnivore - small,Rat,rat,t.fauna,Rat,SI0067,SP0119,3,8,694323,5904589,Summer,26,7,2016,muscle,240918-845,0.859,45.6361034,14.0410626,-24.67237463,6.749601828,3.792383117
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0097,SP0236,2,8,680961,5915018,Fall,3,9,2016,berry,060918-2,1.907,44.132379,0.5764649,-31.16066009,-3.472692559,89.32809962
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0354,SP0236,2,8,680961,5915018,Fall,3,9,2016,berry,070918-56,1.68,19.2128942,0.2805429,-38.28993326,-3.641795039,79.90926459
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0355,SP0236,2,8,680961,5915018,Fall,3,9,2016,berry,070918-57,1.021,20.2578847,0.2432,-32.51124277,-3.852431462,96.21
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0426,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-105,1.78,42.2467984,0.6980819,-28.13508045,-1.474118799,70.61403838
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0427,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-106,1.754,39.616289,0.9269516,-30.26876586,0.137793734,49.86781704
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0428,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-107,1.71,47.3527169,1.5638675,-29.98747614,1.212731723,35.33040146
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0429,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-108,1.661,37.6961149,1.5901836,-29.3670706,-0.550483029,27.66004912
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0430,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-109,1.314,41.9541098,0.9339947,-27.99394554,-2.539167755,52.41236096
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0431,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-110,1.501,41.1707246,1.5325296,-29.52290707,1.616204308,31.34608189
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0432,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-111,1.432,39.917995,1.5844665,-29.65914146,-1.673877285,29.39607066
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0433,SP0366,3,8,691784,5904767,Winter,18,2,2016,berry,080918-112,1.78,36.7570344,0.6416713,-27.03932469,-2.838805483,66.83923558
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0497,SP0419,4,9,305658,5927558,Fall,1,9,2016,berry,080918-128,1.302,36.3913176,,-30.08254619,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0498,SP0419,4,9,305658,5927558,Fall,1,9,2016,berry,080918-129,2.221,31.9829002,,-32.43283448,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0499,SP0419,4,9,305658,5927558,Fall,1,9,2016,berry,080918-130,2.106,32.9292916,,-31.07931149,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0500,SP0419,4,9,305658,5927558,Fall,1,9,2016,berry,080918-131,1.408,35.3229929,,-30.16487489,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0501,SP0419,4,9,305658,5927558,Fall,1,9,2016,berry,080918-132,1.839,34.8262204,,-31.00972414,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0515,SP0433,5,9,306181,5938912,Spring,unk,3,2016,berry,080918-134,1.269,42.944117,0.7530758,-30.3344328,3.200427546,66.53782649
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0516,SP0434,5,9,306181,5938912,Spring,unk,3,2016,berry,080918-135,1.66,38.6463637,0.7627928,-30.54907547,-0.586083551,59.11608654
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0517,SP0435,5,9,306181,5938912,Spring,unk,3,2016,berry,080918-136,1.516,39.2087722,1.6505352,-29.78851513,-3.629928198,27.71801189
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0518,SP0436,5,9,306181,5938912,Spring,unk,3,2016,berry,080918-137,1.389,40.3632992,0.5522357,-30.53829434,-0.511915796,85.2836547
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0519,SP0437,5,9,306181,5938912,Spring,unk,3,2016,berry,080918-138,1.354,41.0277936,0.9167768,-30.5833791,-2.84671671,52.21775211
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0520,SP0438,5,9,306181,5938912,Fall,1,9,2016,berry,080918-139,1.648,33.945222,0.108297,-27.29807202,4.870685379,65.73443449
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0521,SP0439,5,9,306181,5938912,Fall,1,9,2016,berry,080918-140,1.297,31.1362112,0.376154,-25.33982514,0.929696475,82.77516974
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0522,SP0440,5,9,306181,5938912,Fall,1,9,2016,berry,080918-141,1.338,35.6840931,0.5916477,-26.44636204,2.534895561,70.37446526
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0523,SP0441,5,9,306181,5938912,Fall,1,9,2016,berry,080918-142,2.057,31.9716221,,-28.13508045,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0524,SP0442,5,9,306181,5938912,Fall,1,9,2016,berry,080918-143,1.383,33.0187027,,-26.65022358,,
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0586,SP0493,6,8,690362,5959669,Winter,16,2,2016,berry,080918-163,1.285,56.5491706,1.7727891,-31.96042458,-5.922206266,37.21969341
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0587,SP0494,6,8,690362,5959669,Winter,16,2,2016,berry,080918-164,1.268,49.8211235,1.3553548,-29.10244265,-5.835182768,42.89079967
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0588,SP0495,6,8,690362,5959669,Winter,16,2,2016,berry,080918-165,1.306,49.5290075,1.8559982,-29.88750558,-7.529174282,31.13764044
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0589,SP0496,6,8,690362,5959669,Winter,16,2,2016,berry,080918-166,1.331,51.1186148,1.9073672,-29.83163968,-5.488077676,31.27147681
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0590,SP0497,6,8,690362,5959669,Winter,16,2,2016,berry,080918-167,1.22,38.6149141,0.8340114,-28.82409324,-9.55642624,54.02399677
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0601,SP0500,7,9,315953,5995090,Winter,16,2,2016,berry,080918-172,1.366,36.6463637,1.0250326,-29.43566,3.099559399,35.75141288
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0602,SP0500,7,9,315953,5995090,Winter,16,2,2016,berry,080918-173,1.196,37.2087722,1.3150431,-30.6543,-0.62366188,28.29471688
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0603,SP0500,7,9,315953,5995090,Winter,16,2,2016,berry,080918-174,1.505,41.3632992,0.8184749,-28.43636,0.632245431,50.53704054
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0604,SP0500,7,9,315953,5995090,Winter,16,2,2016,berry,080918-175,1.474,40.0277936,1.4405326,-27.3456345,-2.892206266,27.78680163
Terrestrial,Vascular plant,Berry,Salal berry,berry,berry,Salal,SI0605,SP0500,7,9,315953,5995090,Winter,16,2,2016,berry,080918-176,1.218,35.945222,,-26.35,,
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Oval leaf blueberry,SI0098,SP0237,2,8,680961,5915018,Fall,3,9,2016,berry,060918-3,2.655,44.6795137,0.8549382,-35.50447899,-1.265460183,60.97858462
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Oval leaf blueberry,SI0356,SP0237,2,8,680961,5915018,Fall,3,9,2016,berry,070918-58,1.678,19.0389312,0.245758,-39.08675744,-2.013071149,90.3937753
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Oval leaf blueberry,SI0357,SP0237,2,8,680961,5915018,Fall,3,9,2016,berry,070918-59,1.889,18.7400271,0.5263644,-42.96600726,-0.341824413,41.54199323
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Oval leaf blueberry,SI0358,SP0237,2,8,680961,5915018,Fall,3,9,2016,berry,070918-60,1.979,18.8403686,0.4754396,-43.09930134,0.787503264,46.23785386
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Oval leaf blueberry,SI0359,SP0237,2,8,680961,5915018,Fall,3,9,2016,berry,070918-61,1.788,18.9566042,0.3466233,-38.4967351,-0.316112924,63.81259625
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0096,SP0235,2,8,680961,5915018,Fall,3,9,2016,berry,060918-1,2.138,42.2492004,1.1846695,-31.61,-4.776067232,41.61260569
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0167,SP0192,3,8,689886,5902914,Fall,1,9,2016,berry,060918-5,1.144,39.6742404,0.2238661,-27.64894909,-1.202284595,177.2230829
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0350,SP0192,3,8,689886,5902914,Fall,1,9,2016,berry,070918-52,1.468,18.537597,0.192,-34.51457441,-0.24787859,102.11
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0351,SP0192,3,8,689886,5902914,Fall,1,9,2016,berry,070918-53,1.092,18.6418708,0.21,-33.47468455,0.920016319,98.221
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0352,SP0192,3,8,689886,5902914,Fall,1,9,2016,berry,070918-54,1.212,20.3188804,0.233444,-36.17584991,0.396886423,101.55953
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0353,SP0192,3,8,689886,5902914,Fall,1,9,2016,berry,070918-55,1.119,19.9886662,0.243,-35.11047736,-0.62366188,97.12
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0360,SP0235,2,8,680961,5915018,Fall,3,9,2016,berry,070918-62,2.116,19.2213445,1.1711182,-43.74714978,-4.707832898,19.15078837
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0361,SP0235,2,8,680961,5915018,Fall,3,9,2016,berry,070918-63,2.053,18.3450569,0.3036615,-43.17574942,-2.24502611,70.49088365
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0362,SP0235,2,8,680961,5915018,Fall,3,9,2016,berry,070918-64,2.063,19.6278389,1.0434277,-43.71970688,-2.798260444,21.94894992
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0363,SP0235,2,8,680961,5915018,Fall,3,9,2016,berry,070918-65,2.199,18.7587497,0.7080786,-44.14115141,-4.557519582,30.91192451
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0451,SP0380,2,8,683908,5914907,Summer,31,8,2016,berry,080918-118,1.245,38.2716429,0.903765,-33.6001378,-2.876383812,49.41117846
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0452,SP0380,2,8,683908,5914907,Summer,31,8,2016,berry,080918-119,1.524,37.859453,0.2928298,-34.34991701,-3.87517624,150.856035
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0453,SP0380,2,8,683908,5914907,Summer,31,8,2016,berry,080918-120,1.297,38.8519038,0.8596273,-33.00325475,-1.529497389,52.73582324
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0454,SP0380,2,8,683908,5914907,Summer,31,8,2016,berry,080918-121,1.366,36.5127283,0.6067058,-32.9895333,-1.66102154,70.22144522
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0455,SP0380,2,8,683908,5914907,Summer,31,8,2016,berry,080918-122,1.356,42.4993873,1.7657958,-33.86378566,-1.327761097,28.08314964
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0456,SP0381,2,8,683908,5914907,Fall,1,9,2016,berry,080918-123,1.804,39.1699497,1.2221793,-35.30159755,1.018906658,37.3957041
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0457,SP0381,2,8,683908,5914907,Fall,1,9,2016,berry,080918-124,1.711,37.5393902,0.7588463,-36.27288016,1.279977154,57.72142142
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0458,SP0381,2,8,683908,5914907,Fall,1,9,2016,berry,080918-125,1.624,34.1810851,0.2501876,-33.91181073,4.171530679,159.4129832
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0459,SP0381,2,8,683908,5914907,Fall,1,9,2016,berry,080918-126,1.201,37.1190241,0.217397,-32.06921607,6.54281658,199.2262808
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0460,SP0381,2,8,683908,5914907,Fall,1,9,2016,berry,080918-127,1.474,36.2971763,0.6210555,-32.50340194,6.62796671,68.19398243
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0565,SP0483,1,8,681036,5924188,Summer,31,8,2016,berry,080918-144,1.764,33.2903766,0.7927349,-33.99217922,-0.858031984,48.99980531
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0566,SP0484,1,8,681036,5924188,Summer,31,8,2016,berry,080918-145,1.47,32.6960641,0.7095915,-33.42469927,-1.232826371,53.76389153
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0567,SP0485,1,8,681036,5924188,Summer,31,8,2016,berry,080918-146,1.382,34.9454175,1.0708722,-34.4577284,-0.212278068,38.07642921
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0568,SP0486,1,8,681036,5924188,Summer,31,8,2016,berry,080918-147,1.437,34.8379505,0.6235754,-34.22348366,-2.253374674,65.18793869
Terrestrial,Vascular plant,Berry,Shrub berry,berry,berry,Red huckleberry,SI0569,SP0487,1,8,681036,5924188,Summer,31,8,2016,berry,080918-148,1.65,31.2729434,0.7519392,-34.91445665,-2.747826371,48.52769434
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0102,SP0136,1,8,681036,5924188,Spring,7,4,2016,whole organism,090918-194,1.386,52.12578,6.5725495,-28.9355,0.010225196,7.930831103
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0103,SP0136,1,8,681036,5924188,Spring,7,4,2016,whole organism,240918-849,1.469,54.92,8.05,-29.45,-0.93,7.96
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0104,SP0136,1,8,681036,5924188,Spring,7,4,2016,whole organism,240918-842,1.308,54.4701399,10.7497058,-29.13576617,3.852114883,5.912423531
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0108,SP0189,3,8,691784,5904767,Fall,1,9,2016,whole organism,110918-289,1.061,45.6463597,6.9107124,-27.52063923,4.20298,7.707028294
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0109,SP0189,3,8,691784,5904767,Fall,1,9,2016,whole organism,240918-841,1.05,49.1246105,10.7533077,-26.89230916,7.068028721,5.330410694
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0123,SP0186,3,8,691784,5904767,Fall,2,9,2016,whole organism,110918-294,1.006,44.8564024,5.6103963,-29.67062987,4.6069,9.328987782
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0124,SP0186,3,8,691784,5904767,Fall,2,9,2016,whole organism,110918-296,1.2,38.9552111,5.9751919,-26.96159963,5.068654,7.607068537
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0125,SP0186,3,8,691784,5904767,Fall,2,9,2016,whole organism,110918-297,1.331,41.6761019,5.3689088,-27.13603679,5.429428,9.057423802
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0176,SP0179,3,8,691784,5904767,Summer,31,8,2016,whole organism,110918-298,0.998,41.6426376,5.7505455,-28.92559401,4.283764,8.449535016
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0177,SP0179,3,8,691784,5904767,Summer,31,8,2016,whole organism,110918-381,1.154,32.0217597,5.2118509,-25.86418054,5.838821802,7.168971202
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0178,SP0179,3,8,691784,5904767,Summer,31,8,2016,whole organism,110918-313,0.912,39.8575607,4.6934559,-27.66250078,4.53805,9.908812243
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0179,SP0179,3,8,691784,5904767,Summer,31,8,2016,whole organism,110918-380,1.054,43.3212035,10.3735876,-25.67894097,4.470179504,4.872761545
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0180,SP0179,3,8,691784,5904767,Summer,31,8,2016,whole organism,110918-315,1.166,28.0392905,4.5229424,-26.25229186,5.16229,7.233518354
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0443,SP0372,1,8,681036,5924188,Spring,3,3,2016,whole organism,110918-356,0.92,50.141494,10.2397347,-28.39578799,2.78508812,5.713631009
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0444,SP0373,1,8,681036,5924188,Summer,31,8,2016,whole organism,110918-326,0.89,52.8817679,5.1558178,-28.15860293,2.303492167,11.96773678
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0445,SP0374,1,8,681036,5924188,Fall,2,9,2016,whole organism,110918-314,1.162,32.7598435,4.3139989,-28.08598379,5.38261,8.860646551
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0446,SP0375,1,8,681036,5924188,Fall,2,9,2016,whole organism,110918-383,0.961,51.7946159,10.7527392,-29.78361461,3.607855744,5.620424639
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0450,SP0379,2,8,683908,5914907,Winter,18,2,2016,whole organism,110918-327,1.039,54.5480429,8.125485,-28.092936,4.260531984,7.833097009
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0461,SP0382,2,8,683908,5914907,Spring,7,4,2016,whole organism,110918-385,0.898,49.1348505,10.7955712,-26.97267765,6.542712141,5.310649481
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0462,SP0383,2,8,683908,5914907,Spring,7,4,2016,whole organism,140918-403,1.009,51.6241174,11.4715048,-29.50134479,2.562584856,5.250925701
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0463,SP0384,2,8,683908,5914907,Summer,31,8,2016,whole organism,110918-374,1.055,49.6770419,8.1746946,-30.79018095,3.778936031,7.090678838
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0464,SP0385,2,8,683908,5914907,Summer,31,8,2016,whole organism,140918-414,0.935,48.125548,9.7948767,-26.98149858,3.206360966,5.732978843
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0465,SP0386,2,8,683908,5914907,Fall,1,9,2016,whole organism,140918-401,1.14,48.8392665,11.2476964,-30.24132296,3.182627285,5.066513127
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0466,SP0387,2,8,683908,5914907,Fall,1,9,2016,whole organism,110918-372,0.903,48.0083656,8.588199,-27.05598645,3.939138381,6.522565465
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0470,SP0391,2,8,683908,5914907,Fall,2,9,2016,whole organism,140918-415,10.72,5.040707,0.9358368,-29.71794767,4.13691906,6.28485062
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0471,SP0392,2,8,683908,5914907,Fall,2,9,2016,whole organism,110918-350,0.928,52.8699847,8.5131262,-28.58886839,4.065718016,7.246423936
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0477,SP0398,3,8,691784,5904767,Winter,17,2,2016,whole organism,150918-442,1.036,46.0325569,10.1469369,-25.53486575,4.772927185,5.293388428
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0478,SP0399,3,8,691784,5904767,Winter,17,2,2016,whole organism,140918-433,0.984,45.8711985,8.6524393,-26.41009821,4.162630548,6.185932129
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0535,SP0453,6,8,685042,5950280,Winter,16,2,2016,whole organism,140918-424,0.847,47.4175055,9.2708508,-29.24847807,4.645215405,5.967916472
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0536,SP0454,6,8,685042,5950280,Winter,16,2,2016,whole organism,100918-243,1.137,56.5851817,10.702873,-29.7248084,3.603900131,6.168874959
Terrestrial,Invertebrate,Beetle,Carabid beetle,beetle,t.fauna,Carabid beetle,SI0537,SP0455,6,8,685042,5950280,Winter,16,2,2016,whole organism,110918-348,1.337,45.2600662,8.9920081,-28.05079154,4.748061358,5.873028658
